"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/22 12:11:51 pm CET","40-65 år","Ja (enbart digitalt)","5","DN är helt enkelt Sveriges bästa nyhetstidning och 3 extra konton ger fler möjligheter för familjen att läsa tidningen","1","1","1","1","1","1","1"
"2021/03/22 12:12:07 pm CET","40-65 år","Ja (enbart digitalt)","3","","1","1","3","3","1","1","1"
"2021/03/22 12:12:26 pm CET","40-65 år","Ja (enbart digitalt)","3","","1","1","2","4","1","1","1"
"2021/03/22 12:12:47 pm CET","40-65 år","Ja (enbart digitalt)","4","Motsvarar ungefär det jag har idag","1","1","3","4","1","1","1"
"2021/03/22 12:13:34 pm CET","40-65 år","Ja (enbart digitalt)","4","Verkar billigt.","1","1","4","4","2","1","3"
"2021/03/22 12:13:36 pm CET","40-65 år","Ja (enbart digitalt)","2","","1","1","2","2","1","1","2"
"2021/03/22 12:14:33 pm CET","Över 65 år","Ja (enbart digitalt)","4","bra pris","2","2","4","4","2","2","3"
"2021/03/22 12:15:16 pm CET","40-65 år","Ja (enbart digitalt)","4","3 extra konton ","1","1","4","5","1","1","3"
"2021/03/22 12:15:46 pm CET","40-65 år","Ja (enbart digitalt)","5","","1","1","5","1","1","1","1"
"2021/03/22 12:16:04 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","5","5","1","1","1"
"2021/03/22 12:16:14 pm CET","Under 30 år","Ja (enbart digitalt)","3","mkt för pengarna","2","1","4","2","2","3","2"
"2021/03/22 12:16:23 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","3","1","3"
"2021/03/22 12:16:31 pm CET","30-39 år","Ja (enbart digitalt)","5","Detta är det paket jag har tecknat, för att jag vill läsa Fråga insidan men också andra artiklar.","2","2","5","5","2","2","2"
"2021/03/22 12:18:03 pm CET","Över 65 år","Ja (enbart digitalt)","5","Får tillgång til ett brett register av artiklar och god journalistik","3","2","4","5","4","3","3"
"2021/03/22 12:19:43 pm CET","40-65 år","Ja (enbart digitalt)","3","Minns inte vad jag betalar idag. Men bara intresserad av att komma åt artiklarna online. Andra mervärde som korsord, klubberbjudande och övrig interaktion med DN är ointressant för mig.","1","1","3","3","1","1","1"
"2021/03/22 12:19:46 pm CET","40-65 år","Ja (enbart digitalt)","3","Det beror på min ekonomiska situationen och om jag bedömer att jag har råd när möjligheten ges. Jag skulle egentligen vilja ha en papperstidning på helgerna utöver det digitala paketet men jag tror att det är alltför kostsamt för att jag ska kunna ha både och. ","1","2","1","4","2","1","1"
"2021/03/22 12:20:08 pm CET","Över 65 år","Ja (enbart digitalt)","5","","1","1","5","5","1","1","1"
"2021/03/22 12:20:10 pm CET","Under 30 år","Ja (papperstidning)","3","För dyrt","2","2","3","3","2","2","2"
"2021/03/22 12:20:57 pm CET","30-39 år","Ja (enbart digitalt)","4","","1","1","5","5","1","1","2"
"2021/03/22 12:21:13 pm CET","Över 65 år","Ja (enbart digitalt)","3","fungerar ej jämt mycket reklam","1","1","4","4","1","1","1"
"2021/03/22 12:22:06 pm CET","40-65 år","Ja (enbart digitalt)","4","Hög trovärdighet och bra nyhetsvärde, bra digitalt format","3","3","5","4","4","4","3"
"2021/03/22 12:22:08 pm CET","30-39 år","Ja (papperstidning)","1","Tycker om min papperstidning","1","1","1","1","1","1","1"
"2021/03/22 12:22:31 pm CET","30-39 år","Ja (enbart digitalt)","4","Jag är inte intresserad av korsord och rabatter så drog av ett snäpp, men i övrigt tycker jag att det är rimligt med någon hundralapp i månaden för en tidning som jag uppfattar håller hög kvalitet. ","1","2","3","5","1","1","1"
"2021/03/22 12:22:38 pm CET","Över 65 år","Ja (enbart digitalt)","1","","1","1","1","1","1","1","1"
"2021/03/22 12:23:59 pm CET","40-65 år","Nej, men har varit förut","1","DN's samarbete med Klarna ","1","1","1","1","1","1","1"
"2021/03/22 12:24:27 pm CET","Över 65 år","Ja (enbart digitalt)","5","Bra att kunna dela prenumerationen.","1","1","1","5","1","1","4"
"2021/03/22 12:25:11 pm CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","4","4","2","1","1"
"2021/03/22 12:26:00 pm CET","40-65 år","Ja (enbart digitalt)","5","Artiklar och extrakonton. Och DN är en bra tidning även på nätet","2","2","3","5","3","2","5"
"2021/03/22 12:26:09 pm CET","Under 30 år","Ja (enbart digitalt)","4","Alla artiklar och arkiv är viktigt","3","4","3","4","4","3","4"
"2021/03/22 12:27:10 pm CET","Över 65 år","Nej, men har varit förut","3","Blir i slutänden ganska dyrt om man vill ha fler dagstidningar för jfm. Man skulle kunna köpa lösnummer till en rimlig summa","1","1","1","1","1","1","1"
"2021/03/22 12:28:31 pm CET","Över 65 år","Ja (enbart digitalt)","4","Heltäckande erbjudande","2","2","2","3","2","2","3"
"2021/03/22 12:29:27 pm CET","Under 30 år","Ja (enbart digitalt)","5","Rimligt pris, jämfört med andra tjänster (som visserligen är väldigt annorlunda i innehåll), exempelvis Netflix och Spotify. Viktigt att åtminstone två konton ingår. ","2","1","3","5","2","3","3"
"2021/03/22 12:29:50 pm CET","40-65 år","Ja (enbart digitalt)","5","Den funkar på en dator med linux som operativsystem och kräver ingen smartfån (som jag vägrar att ha!)","1","1","3","4","1","1","1"
"2021/03/22 12:30:18 pm CET","Över 65 år","Ja (papperstidning)","1","Skönt med papperstidningen på morognen ","1","1","1","1","1","1","1"
"2021/03/22 12:30:21 pm CET","40-65 år","Ja (enbart digitalt)","4","Jag vill bara åt dagsnyheter.","1","1","4","1","2","1","1"
"2021/03/22 12:31:46 pm CET","Över 65 år","Ja (papperstidning)","1","nöjd som det är","1","1","1","1","1","1","1"
"2021/03/22 12:31:53 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","2","2","2"
"2021/03/22 12:32:25 pm CET","40-65 år","Ja (enbart digitalt)","2","","2","2","3","2","2","2","3"
"2021/03/22 12:32:49 pm CET","40-65 år","Nej, men har varit förut","1","Andra aktörer levererar bättre idag. Billigare och mindre reklam. Man måste bli bättre än dem för att kunna ta betalt. Missuppfatta mig inte, ni är oftast bra men inte bättre.","1","1","1","1","1","1","1"
"2021/03/22 12:33:35 pm CET","40-65 år","Ja (enbart digitalt)","1","","1","1","1","1","1","1","1"
"2021/03/22 12:35:06 pm CET","40-65 år","Ja (enbart digitalt)","1","För dyrt","1","1","1","3","1","1","1"
"2021/03/22 12:35:30 pm CET","40-65 år","Ja (enbart digitalt)","5","Bra nyhetsrapportering som hjälper mig både i mitt yrke som ämneslärare och som privatperson. Tre extra konton innebär att jag kan dela med mig till mina barn som bor på annan ort.","2","1","4","4","4","2","4"
"2021/03/22 12:35:58 pm CET","Under 30 år","Nej och har aldrig varit","1","Judiska ägare får mig att få spykänslor. Gasa dessa stackare. De ska ge fan i vårt land.","1","1","1","1","1","1","1"
"2021/03/22 12:36:23 pm CET","40-65 år","Ja (enbart digitalt)","5","","1","1","3","5","1","1","3"
"2021/03/22 12:36:31 pm CET","Över 65 år","Ja (papperstidning)","5","Det passar mig bra","1","1","3","3","2","1","1"
"2021/03/22 12:36:34 pm CET","Under 30 år","Nej och har aldrig varit","1","Judiska ägare får mig att få spykänslor. Gasa dessa stackare. De ska ge fan i vårt land.","1","1","1","1","1","1","1"
"2021/03/22 12:36:43 pm CET","Under 30 år","Nej och har aldrig varit","1","Judiska ägare får mig att få spykänslor. Gasa dessa stackare. De ska ge fan i vårt land.","1","1","1","1","1","1","1"
"2021/03/22 12:36:57 pm CET","Under 30 år","Nej och har aldrig varit","1","Judiska ägare får mig att få spykänslor. Gasa dessa stackare. De ska ge fan i vårt land.","1","1","1","1","1","1","1"
"2021/03/22 12:37:59 pm CET","40-65 år","Ja (enbart digitalt)","2","Inte intresserad av kringtjänster","1","1","3","2","2","1","2"
"2021/03/22 12:38:26 pm CET","40-65 år","Ja (enbart digitalt)","2","Betalar 99 kr och tycker det är lagom. Behöver ej erbjudanden. Om fler konton - kan man dela med vem som helst? Bor ensam så gäller det bara familjen är det inte intressant. Gillar Sudoku och kunskapsappen som ingår nu.","1","1","1","2","1","1","1"
"2021/03/22 12:38:35 pm CET","40-65 år","Ja (enbart digitalt)","4","Mycket innehåll för pengarna. Pris ","2","2","4","3","4","3","2"
"2021/03/22 12:38:43 pm CET","Över 65 år","Ja (papperstidning)","1","jag har vad jG behöver, papperstidningen o DÄRMED DN I DATORNMEDdärmed ","1","1","1","1","1","1","1"
"2021/03/22 12:38:54 pm CET","40-65 år","Ja (enbart digitalt)","5","Allt jag behöver","1","1","2","2","1","1","2"
"2021/03/22 12:39:38 pm CET","Över 65 år","Nej, men har varit förut","4","bra erbjudande men har annat att tänka på.","1","1","4","4","1","1","1"
"2021/03/22 12:40:05 pm CET","30-39 år","Nej, men har varit förut","4","Jag har haft den förrut men tyckte att det var för mycket stockholm. Sedan brukar jag byta tidning med jämna mellanrum, för att få lite variation. Försökte testa ett av era erbjud men det blev strul med autogiro, så det blev bara krångligt. ","4","2","1","2","2","1","1"
"2021/03/22 12:41:52 pm CET","Över 65 år","Ja (enbart digitalt)","2","Inte rätt tidningskänsla med enbart .se","2","2","2","2","4","2","4"
"2021/03/22 12:41:57 pm CET","40-65 år","Ja (papperstidning)","2","Vill ha reklamfritt inlogg.","2","1","5","5","1","1","1"
"2021/03/22 12:42:05 pm CET","40-65 år","Ja (enbart digitalt)","2","Tycker att det är på gränsen tillför dyrt när priset är över 100kr. Just nu otroligt uppretad på att DN publicerar Hanne Kjöllers ovetenskapliga texter om långtidscovid så funderar på att säga upp min presumeration. ","1","1","2","2","1","1","1"
"2021/03/22 12:42:10 pm CET","40-65 år","Nej, men har varit förut","4","Priset samt att tre extra konto ingår","1","1","3","2","2","1","3"
"2021/03/22 12:43:18 pm CET","40-65 år","Ja (enbart digitalt)","4","tillgång till alla artiklar och arkiv till bra pris, läser normalt tidningen på det sättet (dvs genom websideingången och inte som tidning)","1","1","5","4","2","1","1"
"2021/03/22 12:43:32 pm CET","40-65 år","Ja (enbart digitalt)","3","Bra kultursidor ibland.","1","1","3","3","1","1","1"
"2021/03/22 12:43:54 pm CET","Över 65 år","Ja (papperstidning)","1","Prenumererar på papperstidningen och är mycket nöjd med det.","1","1","1","1","1","1","1"
"2021/03/22 12:44:02 pm CET","40-65 år","Ja (enbart digitalt)","3","Inkluderar allt jag bryr mig om, artiklarna och extra användare, och är billigare än jag betalar idag. Behöver explicit påpeka att paketet innehåller annonser dock, vilket avsevärt reducerar värdet om de inte går att blockera.","1","1","3","5","1","1","2"
"2021/03/22 12:44:07 pm CET","40-65 år","Ja (papperstidning)","2","Får bra nyhetsflöde på Omni","2","2","2","2","2","2","2"
"2021/03/22 12:44:15 pm CET","40-65 år","Ja (enbart digitalt)","5","Jag har det paketet nu, det är utmärkt, jag får tillgång till alla artiklar och kan läsa när det passar mig, på dator och mobil, artiklar finns kvar i flera dagar så jag hinner läsa i efterhand. Vill inte ha någon papperstidning som skräpar och jag inte hinner läsa. Får nyheterna direkt, med snabba uppdaterinar. Prisvärt.","1","2","4","5","3","2","3"
"2021/03/22 12:44:18 pm CET","30-39 år","Ja (enbart digitalt)","4","","1","1","1","1","1","1","1"
"2021/03/22 12:44:43 pm CET","40-65 år","Ja (papperstidning)","1","Jag vill ha papperstidning på helgerna ","1","1","1","1","1","1","1"
"2021/03/22 12:45:16 pm CET","40-65 år","Ja (enbart digitalt)","5","bra pris","1","1","5","5","1","1","1"
"2021/03/22 12:45:30 pm CET","40-65 år","Ja (enbart digitalt)","5","basutbud bra","3","3","4","5","2","1","2"
"2021/03/22 12:46:37 pm CET","40-65 år","Ja (enbart digitalt)","1","Det är dubbelt så mycket pengar som jag är beredd att betala.","1","1","1","1","1","1","1"
"2021/03/22 12:47:01 pm CET","40-65 år","Ja (enbart digitalt)","5","prisvärt","1","1","5","5","3","2","1"
"2021/03/22 12:47:17 pm CET","40-65 år","Ja (enbart digitalt)","3","","2","3","3","3","2","2","2"
"2021/03/22 12:47:48 pm CET","40-65 år","Ja (enbart digitalt)","5","Kostnadsfråga för mig, SvD lite dyrt","1","1","5","5","1","1","1"
"2021/03/22 12:48:01 pm CET","40-65 år","Ja (enbart digitalt)","3","","1","1","3","4","1","1","2"
"2021/03/22 12:48:43 pm CET","40-65 år","Ja (papperstidning)","4","","1","1","1","1","1","3","4"
"2021/03/22 12:48:47 pm CET","40-65 år","Ja (enbart digitalt)","3","Jag har ingen aning vad vi betalar idag... 3 ext ra komton är bra, men vi behöver 4 extra om vi ska täcka familjen. Ej intresserad av rabatter eller korsord.","2","4","3","3","4","3","3"
"2021/03/22 12:48:59 pm CET","Över 65 år","Ja (enbart digitalt)","4","ALLA artiklar plus arkiv. Någorlunda acceptabelt pris.","1","1","4","5","2","1","1"
"2021/03/22 12:49:11 pm CET","40-65 år","Ja (enbart digitalt)","1","Det fanns val som passade mig bättre på nästa sida, där det gick att slippa annonser.","1","1","3","5","1","1","1"
"2021/03/22 12:49:40 pm CET","Över 65 år","Ja (papperstidning)","3","Endast de två översta punkterna är intressanta! Möjligen ett extra konto. Ett lägre pris är intressant .","1","1","4","3","1","1","1"
"2021/03/22 12:50:11 pm CET","40-65 år","Ja (enbart digitalt)","3","","1","1","1","3","1","1","1"
"2021/03/22 12:50:24 pm CET","40-65 år","Ja (enbart digitalt)","4","Jag gillar DN och priset kändes RIMLIGT. ","2","1","4","5","3","1","1"
"2021/03/22 12:51:06 pm CET","40-65 år","Ja (enbart digitalt)","5","Jag betalar nog mycket mer så som vanligt får nya prenumeranter bättre erbjudande. Dags att sluta ett tag kanske. Har inte värderat så mycket då jag varit Läsare sedan 70 talet. Digitalt pga att jag reste mycket och hade alltid tillgång till DN då.","1","1","3","3","3","1","1"
"2021/03/22 12:52:45 pm CET","Över 65 år","Ja (enbart digitalt)","3","Tillgång till arkiv bra, saknar e-dn och snille i erbjudandet","1","1","2","3","1","1","1"
"2021/03/22 12:53:10 pm CET","40-65 år","Ja (enbart digitalt)","5","Behöver inte mer än så.","1","1","3","5","1","1","2"
"2021/03/22 12:53:31 pm CET","40-65 år","Ja (enbart digitalt)","2","Allt över tresiffrigt känns för dyrt för att läsa nyheter på nätet.","1","1","2","2","1","1","1"
"2021/03/22 12:54:22 pm CET","30-39 år","Ja (enbart digitalt)","4","Bra pris. Bra med extra konton till familjen. Digitalt nyhetsarkiv känns prisvärt.","2","1","4","5","1","1","3"
"2021/03/22 12:54:23 pm CET","Över 65 år","Ja (enbart digitalt)","2","","1","2","2","2","2","1","2"
"2021/03/22 12:55:41 pm CET","30-39 år","Ja (enbart digitalt)","5","","1","1","5","5","3","2","3"
"2021/03/22 12:55:46 pm CET","40-65 år","Ja (enbart digitalt)","5","Det täcker mitt behov när det gäller hur jag konsumerar nyheter. Vill ha tillgång till en rikstäckande (morgon)tidning. ","2","3","5","5","3","3","3"
"2021/03/22 12:57:05 pm CET","40-65 år","Ja (papperstidning)","3","Uppskattar DNs journalistik mycket. Är dock främst en paperstidningsläsare.","1","1","3","3","2","1","2"
"2021/03/22 12:57:26 pm CET","40-65 år","Ja (enbart digitalt)","5","Jag vill kunna läsa alla artiklar i DN. ","3","2","3","5","4","2","3"
"2021/03/22 12:57:52 pm CET","Över 65 år","Ja (enbart digitalt)","5","Prisvärt","2","5","1","1","1","1","1"
"2021/03/22 12:58:48 pm CET","40-65 år","Ja (papperstidning)","1","Jag gillar att ha papperstidning på sondagar. ","1","1","4","4","3","1","1"
"2021/03/22 12:59:45 pm CET","30-39 år","Ja (enbart digitalt)","4","Jag tycker att DN är prisvärd, en 5a hade kunnat uppnås genom att sänka priset till der mer psykologiskt tilltalande 99 kr","1","1","3","4","3","1","3"
"2021/03/22 1:00:31 pm CET","40-65 år","Ja (enbart digitalt)","2","för dyrt","1","1","2","2","1","1","1"
"2021/03/22 1:01:42 pm CET","30-39 år","Ja (enbart digitalt)","5","Allt jag behöver och på flera enheter","2","2","5","3","3","2","2"
"2021/03/22 1:01:45 pm CET","Över 65 år","Ja (enbart digitalt)","5","Det är det jag har idag med undantag för korsordet","1","1","4","5","3","1","1"
"2021/03/22 1:02:34 pm CET","Över 65 år","Ja (papperstidning)","3","Fungerar bra idag det jag läser digitalt sen har jag papperstidningen fredag/söndag ","1","1","4","4","4","1","3"
"2021/03/22 1:03:06 pm CET","40-65 år","Ja (enbart digitalt)","4","Tillräckligt prisvärt för att jag ska kunna ha en tredje dagstidning (jag har SVD och lokaltidning)","1","1","4","4","1","1","1"
"2021/03/22 1:03:17 pm CET","Över 65 år","Ja (papperstidning)","1","Jag kan ju redan läsa allt på DN som är digitalt!","1","1","1","1","1","1","1"
"2021/03/22 1:06:10 pm CET","40-65 år","Ja (papperstidning)","3","Verkar standard?","3","1","3","4","2","2","2"
"2021/03/22 1:08:01 pm CET","Över 65 år","Ja (papperstidning)","2","Vill ha papperstidning OCH tillgång till digital variant","1","1","1","1","1","1","1"
"2021/03/22 1:08:17 pm CET","40-65 år","Ja (enbart digitalt)","4","","2","1","3","3","2","1","2"
"2021/03/22 1:08:33 pm CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","1","1","2"
"2021/03/22 1:10:56 pm CET","40-65 år","Ja (enbart digitalt)","3","Vill ha redigerad tidning","2","2","3","3","3","3","3"
"2021/03/22 1:12:08 pm CET","40-65 år","Ja (papperstidning)","3","Vill ha korsorden i pappersformat","3","2","1","2","2","1","3"
"2021/03/22 1:12:45 pm CET","Över 65 år","Ja (papperstidning)","1","Jag vill ha papperstidning fre-sön vilket jag redan har","1","1","1","1","1","1","1"
"2021/03/22 1:13:49 pm CET","40-65 år","Ja (enbart digitalt)","2","För dyrt","1","1","2","2","1","1","1"
"2021/03/22 1:15:00 pm CET","Över 65 år","Ja (enbart digitalt)","4","Ett rimligt pris för ett bra nyhetsalternativ","1","1","2","4","2","1","2"
"2021/03/22 1:15:01 pm CET","40-65 år","Ja (enbart digitalt)","2","Bor långt upp i norr.","1","1","2","2","1","1","1"
"2021/03/22 1:15:07 pm CET","Under 30 år","Nej och har aldrig varit","1","Det kostar pengar, från skillnad från andra tidningar  ","1","1","1","1","1","1","1"
"2021/03/22 1:15:53 pm CET","40-65 år","Ja (enbart digitalt)","3","","2","2","4","3","3","2","3"
